Agency,Country,Activity Name,Start Year,End Year,Implementer,Description,Link to Website,Pre-Primary,Primary,Secondary,Workforce Development,Education Systems Strengthening
MCC,Timor-Leste,Teaching and Leading the Next Generation of Timorese (TALENT) Project,2022,2030,MCA-Timor-Leste,"This project is comprised of four activities: The establishment of a Center for Excellent for Teacher Training, development and implementation of secondary school teacher training, development and implementation of secondary school leader training, and a series of activities to ensure the excellence of training and quality and to increase the number of women in teaching and leadership positions.",https://www.mcc.gov/where-we-work/program/timor-leste-compact/,FALSE,FALSE,TRUE,FALSE,TRUE
MCC,Kosovo,Just and Equitable Transition Acceleration Project (JETA),2022,2029,MCA-Kosovo,"The Just and Equitable Transition Acceleration Project aims to increase female representation in the energy sector by promoting gender equitable practices within companies, supporting networking, mentoring, and training opportunities for women, strengthening educational pathways, and providing technical assistance and small grants to energy and adjacent sector employers. The project also includes development of new technical training programs to provide the skills demanded by employers in the energy sector and required to meet the needs of Kosovo’s energy transition.The JETA Project is designed to address these issues and is
 comprised of two Activities: (i) the Energy Skills for the Future Activity and (ii) the Inclusive
 Energy Sector Workforce Activity.",https://www.mcc.gov/where-we-work/program/kosovo-compact/,FALSE,FALSE,FALSE,TRUE,FALSE
MCC,Belize,Education Project,Est. 2024,,MCA-Belize,An education project is currently being finalized for a new compact with Belize. It is estimated that the compact will be signed July 2024. The project will consist of three activities that are designed to equitably increase the number of post-primary graduates with the competencies relevant to labor market demands. Investments will focus on improving the quality of secondary and TVET education.,https://www.mcc.gov/where-we-work/country/belize/,FALSE,TRUE,TRUE,TRUE,TRUE
MCC,"Gambia, The",Education Project,Est. 2025,,MCA-The Gambia,"The education project is currently under design to be a part of a new compact with The Gambia. Tentatively, it will target primary, secondary as well as TVET. The compact is slighted to be signed by 2025.",https://www.mcc.gov/where-we-work/program/the-gambia-proposed-compact/,FALSE,TRUE,TRUE,TRUE,FALSE
USDA,Bangladesh,McGovern-Dole International Food for Education and Child Nutrition,2020,2024,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 138 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Burkina Faso,McGovern-Dole International Food for Education and Child Nutrition,2018,2024,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 852 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Ethiopia,McGovern-Dole International Food for Education and Child Nutrition,2019,2025,WFP,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit pre-primary and primary school-age children in 817 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Guatemala,McGovern-Dole International Food for Education and Child Nutrition,2018,2023,Save the Children,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 283 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Guinea-Bissau,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 600 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Malawi,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,Nascent Solutions,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit pre-primary and primary school-age children in 187 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Sri Lanka,McGovern-Dole International Food for Education and Child Nutrition,2018,2024,Save the Children,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school-age children in 887 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,FALSE,TRUE,FALSE,FALSE,FALSE
USDA,Benin,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 111,163 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Burkina Faso,McGovern-Dole International Food for Education and Child Nutrition,2021,2025,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 112,509 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Cambodia,McGovern-Dole International Food for Education and Child Nutrition (MGD),2019,2024,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 599 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Cambodia,McGovern-Dole International Food for Education and Child Nutrition (MGD),2022,2027,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 599 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Côte d’Ivoire,McGovern-Dole International Food for Education and Child Nutrition,2020,2026,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 613 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,FALSE,TRUE,TRUE,FALSE,FALSE
USDA,Guatemala,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 337 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Guatemala,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Global Communities,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 94,522 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Honduras,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 1,040 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,TRUE,FALSE,FALSE
USDA,Kyrgyzstan,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Mercy Corps,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 107,000 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,FALSE,TRUE,FALSE,FALSE,FALSE
USDA,Laos,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit pre-primary and primary school-age children in 736 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Laos,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 122,063 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Liberia,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Save the Children,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 176,958 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Madagascar,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Global Communities,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 64,177 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Mali,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit pre-primary and primary school age children in 267 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Mauritania,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,Counterpart International,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 209 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,FALSE,TRUE,FALSE,FALSE,FALSE
USDA,Mozambique,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,Counterpart International,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 203 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,FALSE,TRUE,FALSE,FALSE,FALSE
USDA,Mozambique,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,World Vision,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 160 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Nepal,McGovern-Dole International Food for Education and Child Nutrition,2020,2024,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 2297 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Congo (Brazzaville),McGovern-Dole International Food for Education and Child Nutrition,2021,2026,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 68,246 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Rwanda,McGovern-Dole International Food for Education and Child Nutrition,2020,2025,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 135 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Senegal,McGovern-Dole International Food for Education and Child Nutrition,2021,2026,Counterpart International,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 150,525 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Sierra Leone,McGovern-Dole International Food for Education and Child Nutrition,2021,2025,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level. The project aims to benefit an estimated 73,738 people over the life of the project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Togo,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 138 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Uzbekistan,McGovern-Dole International Food for Education and Child Nutrition,2019,2024,Mercy Corps,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit pre-primary school age children in 410 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,FALSE,FALSE,FALSE,FALSE
USDA,Haiti,McGovern-Dole International Food for Education and Child Nutrition,2023,2028,World Food Programme,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit an estimated 104,000 direct beneficiares of the life of project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Nicaragua,McGovern-Dole International Food for Education and Child Nutrition,2023,2028,Project Concern International,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 711 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Mozambique,McGovern-Dole International Food for Education and Child Nutrition,2023,2028,World Vision,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 160 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Togo,McGovern-Dole International Food for Education and Child Nutrition,2023,2028,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 138 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Timor-Leste,McGovern-Dole International Food for Education and Child Nutrition,2022,2027,CARE,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 220 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,"Gambia, The",McGovern-Dole International Food for Education and Child Nutrition,2022,2027,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit primary school age children in 220 schools.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Sri Lanka,McGovern-Dole International Food for Education and Child Nutrition,2023,2028,Save the Children,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit an estimated 104,000 direct beneficiares of the life of project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Tanzania,McGovern-Dole International Food for Education and Child Nutrition,2022,2027,Global Communities,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit an estimated 104,000 direct beneficiares of the life of project.",Https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE
USDA,Burundi,McGovern-Dole International Food for Education and Child Nutrition,2022,2027,Catholic Relief Services,"This activity reduces hunger and improves literacy and primary education through the provision of a daily school meal. Additional activities include teacher training, WASH, nutrition education and capacity building at the local, regional and national level to benefit an estimated 104,000 direct beneficiares of the life of project.",https://www.fas.usda.gov/programs/mcgovern-dole-food-education-program,TRUE,TRUE,FALSE,FALSE,FALSE